frame_index,x_centroid,y_centroid,visibility_flag
1,,,0
2,,,0
3,,,0
4,,,0
5,,,0
6,,,0
7,,,0
8,,,0
9,,,0
10,,,0
11,,,0
12,,,0
13,,,0
14,,,0
15,,,0
16,,,0
17,,,0
18,,,0
19,,,0
20,,,0
21,,,0
22,,,0
23,,,0
24,,,0
25,,,0
26,,,0
27,,,0
28,,,0
29,,,0
30,1705,548,1
31,1705,548,0
32,1705,548,0
33,1705,548,0
34,1705,548,0
35,1705,548,0
36,1705,548,0
37,1705,548,0
38,1705,548,0
39,1201,372,1
40,1145,352,0
41,1089,333,0
42,1033,313,0
43,978,294,0
44,922,275,0
45,866,255,0
46,811,236,0
47,1194,533,1
48,1196,555,0
49,1198,577,0
50,1200,599,0
51,1202,621,0
52,1204,643,0
53,1206,665,0
54,1208,687,0
55,1210,709,0
56,1212,731,0
57,1213,754,0
58,1189,375,1
59,1188,362,1
60,1188,356,1
61,1187,342,0
62,1186,327,0
63,1184,358,1
64,1183,363,1
65,1182,366,1
66,1182,368,1
67,1181,369,0
68,1180,369,0
69,1179,370,0
70,1178,371,0
71,1177,371,0
72,1176,372,0
73,1175,372,0
74,1175,373,0
75,1174,373,0
76,1173,374,0
77,1172,375,0
78,1171,375,0
79,1170,376,0
80,1169,376,0
81,1169,377,0
82,1168,377,0
83,1167,378,0
84,1166,378,0
85,1165,379,0
86,1164,380,0
87,1163,380,0
88,1162,381,0
89,1162,381,0
90,1161,382,0
91,1160,382,0
92,1159,383,0
93,1158,384,0
94,1157,384,0
95,1156,385,0
96,1156,385,0
97,,,0
98,,,0
99,,,0
100,,,0
101,1801,764,1
102,1801,764,1
103,1801,764,0
104,1801,764,0
105,1801,764,0
106,1801,764,0
107,1801,764,0
108,1801,764,0
109,1801,764,0
110,1801,764,0
111,1801,764,0
112,1801,764,0
113,1801,764,0
114,1801,764,0
115,1801,764,0
116,1801,764,0
117,1801,764,0
118,1801,764,0
119,1801,764,0
120,1801,764,0
121,1801,764,0
122,1801,764,0
123,1801,764,0
124,1801,764,0
125,1801,764,0
126,1801,764,0
127,1801,764,0
128,1801,764,0
129,1801,764,0
130,1801,764,0
131,1801,764,0
132,1801,764,0
133,,,0
134,,,0
135,,,0
136,1271,506,1
137,1271,506,0
138,1271,506,0
139,1271,506,0
140,1271,506,0
141,1271,506,0
142,1271,506,0
143,1271,506,0
144,1271,506,0
145,1271,506,0
146,1271,506,0
147,1271,506,0
148,1271,506,0
149,1271,506,0
150,1271,506,0
151,1271,506,0
152,1271,506,0
153,1271,506,0
154,1271,506,0
155,1271,506,0
156,1271,506,0
157,1271,506,0
158,1271,506,0
159,1271,506,0
160,1271,506,0
161,1271,506,0
162,1271,506,0
163,1271,506,0
164,1271,506,0
165,1271,506,0
166,1271,506,0
167,,,0
168,,,0
169,,,0
170,,,0
171,,,0
172,,,0
173,,,0
174,,,0
175,,,0
176,,,0
177,,,0
178,,,0
179,,,0
180,,,0
181,,,0
182,,,0
183,,,0
184,,,0
185,,,0
186,,,0
187,,,0
188,,,0
189,,,0
190,,,0
191,,,0
192,,,0
193,,,0
194,,,0
195,,,0
196,,,0
