frame_index,x_centroid,y_centroid,visibility_flag
1,,,0
2,,,0
3,,,0
4,,,0
5,,,0
6,,,0
7,,,0
8,,,0
9,,,0
10,,,0
11,,,0
12,,,0
13,,,0
14,,,0
15,,,0
16,,,0
17,,,0
18,,,0
19,,,0
20,,,0
21,,,0
22,,,0
23,,,0
24,,,0
25,,,0
26,,,0
27,,,0
28,,,0
29,,,0
30,,,0
31,,,0
32,,,0
33,,,0
34,,,0
35,,,0
36,,,0
37,,,0
38,,,0
39,,,0
40,,,0
41,,,0
42,,,0
43,,,0
44,,,0
45,,,0
46,,,0
47,,,0
48,,,0
49,,,0
50,,,0
51,,,0
52,,,0
53,,,0
54,,,0
55,,,0
56,,,0
57,,,0
58,,,0
59,,,0
60,,,0
61,,,0
62,,,0
63,,,0
64,,,0
65,685,922,1
66,685,922,0
67,685,922,0
68,685,922,0
69,685,922,0
70,685,922,0
71,685,922,0
72,685,922,0
73,685,922,0
74,685,922,0
75,685,922,0
76,685,922,0
77,685,922,0
78,685,922,0
79,685,922,0
80,685,922,0
81,685,922,0
82,685,922,0
83,684,923,1
84,684,923,0
85,684,923,0
86,684,923,0
87,684,923,0
88,684,923,0
89,685,923,1
90,685,923,1
91,685,923,1
92,685,923,1
93,685,923,1
94,685,923,1
95,685,923,1
96,685,923,1
97,685,923,1
98,685,923,1
99,685,923,1
100,685,923,1
101,685,923,1
102,685,923,1
103,685,923,0
104,685,923,0
105,685,923,0
106,685,923,0
107,685,923,0
108,685,923,0
109,685,923,0
110,685,923,0
111,685,923,0
112,685,923,0
113,685,923,0
114,685,923,0
115,685,923,0
116,685,923,0
117,685,923,0
118,685,923,0
119,685,923,0
120,685,923,0
121,685,923,0
122,685,923,0
123,685,922,0
124,685,922,0
125,686,922,0
126,686,922,0
127,685,923,1
128,685,923,1
129,685,923,0
130,685,923,0
131,685,923,1
132,685,922,0
133,685,922,0
134,685,922,0
135,685,922,0
136,685,922,0
137,685,922,0
138,685,922,0
139,685,922,0
140,685,922,0
141,685,922,0
142,685,921,0
143,685,921,0
144,685,923,1
145,685,923,1
146,685,923,1
147,685,923,1
148,685,923,1
149,685,923,0
150,685,923,0
151,685,923,0
152,685,923,0
153,685,923,0
154,685,923,0
155,685,923,0
156,685,923,0
157,685,923,0
158,685,923,1
159,685,922,1
160,685,922,1
161,685,922,0
162,685,922,0
163,685,922,0
164,685,922,0
165,685,922,0
166,685,922,0
167,685,922,0
168,685,922,0
169,685,922,0
170,685,922,0
171,685,922,0
172,685,922,0
173,685,922,0
174,685,922,0
175,685,922,0
176,685,922,0
177,685,922,0
178,685,922,0
179,685,922,0
180,685,922,0
181,685,922,0
182,685,922,0
183,685,921,0
184,1097,590,1
185,1107,583,1
186,1126,568,0
187,1145,552,0
188,1164,537,0
189,1182,522,0
190,1201,507,0
191,1220,491,0
192,1239,476,0
193,1258,461,0
194,1277,446,0
195,1296,431,0
196,1315,415,0
197,1334,400,0
198,1353,385,0
199,1372,370,0
200,1391,354,0
201,1410,339,0
202,1429,324,0
203,1447,309,0
204,1466,293,0
205,1485,278,0
206,1504,263,0
207,1523,248,0
208,1542,233,0
209,1561,217,0
210,1580,202,0
211,1599,187,0
212,1618,172,0
213,1637,156,0
214,1656,141,0
215,1675,126,0
216,,,0
217,,,0
218,,,0
219,,,0
220,,,0
221,,,0
222,,,0
223,,,0
224,,,0
225,,,0
226,,,0
227,,,0
228,,,0
229,,,0
230,,,0
231,,,0
232,,,0
233,,,0
234,,,0
235,,,0
236,,,0
237,,,0
238,,,0
239,,,0
240,,,0
241,,,0
242,,,0
243,,,0
244,,,0
245,,,0
246,,,0
247,,,0
248,,,0
249,,,0
250,,,0
251,,,0
252,,,0
253,,,0
254,,,0
255,,,0
256,,,0
257,,,0
258,,,0
259,,,0
260,,,0
261,,,0
262,,,0
263,,,0
264,,,0
265,,,0
