frame_index,x_centroid,y_centroid,visibility_flag
1,,,0
2,,,0
3,,,0
4,,,0
5,,,0
6,,,0
7,,,0
8,,,0
9,,,0
10,,,0
11,,,0
12,,,0
13,,,0
14,,,0
15,,,0
16,,,0
17,,,0
18,,,0
19,,,0
20,,,0
21,,,0
22,,,0
23,,,0
24,,,0
25,,,0
26,,,0
27,,,0
28,,,0
29,,,0
30,,,0
31,,,0
32,,,0
33,,,0
34,,,0
35,,,0
36,,,0
37,,,0
38,,,0
39,,,0
40,,,0
41,,,0
42,,,0
43,,,0
44,,,0
45,,,0
46,,,0
47,,,0
48,,,0
49,,,0
50,,,0
51,,,0
52,,,0
53,,,0
54,,,0
55,1377,616,1
56,1377,616,0
57,1377,616,0
58,1377,616,0
59,1377,616,0
60,1377,616,0
61,1377,616,0
62,1377,616,0
63,1377,616,0
64,1377,616,0
65,1377,616,0
66,1377,616,0
67,1377,616,0
68,1377,616,0
69,1377,616,0
70,1377,616,0
71,1377,616,0
72,1638,489,1
73,1653,482,0
74,1669,474,0
75,1684,467,0
76,1700,459,0
77,1715,451,0
78,1731,444,0
79,1746,436,0
80,1762,429,0
81,1777,421,0
82,1793,414,0
83,1808,406,0
84,1824,399,0
85,1839,391,0
86,1855,384,0
87,1870,376,0
88,1886,369,0
89,1901,361,0
90,1917,354,0
91,1932,346,0
92,1948,339,0
93,1963,331,0
94,1979,324,0
95,1994,316,0
96,2010,309,0
97,2025,301,0
98,2041,294,0
99,2056,286,0
100,2072,279,0
101,2087,271,0
102,2103,264,0
103,,,0
104,,,0
105,,,0
106,,,0
107,,,0
108,,,0
109,,,0
110,,,0
111,,,0
112,,,0
113,,,0
114,,,0
115,,,0
116,,,0
117,,,0
118,,,0
119,,,0
120,,,0
121,,,0
122,,,0
123,,,0
124,,,0
125,,,0
126,,,0
127,,,0
128,,,0
129,,,0
130,,,0
131,,,0
132,,,0
133,,,0
134,,,0
135,,,0
136,,,0
137,,,0
138,,,0
139,,,0
140,,,0
141,,,0
142,,,0
143,,,0
144,,,0
145,,,0
146,,,0
147,,,0
148,,,0
149,,,0
150,,,0
151,,,0
152,,,0
153,,,0
154,,,0
155,,,0
156,,,0
157,,,0
158,,,0
159,,,0
160,,,0
161,,,0
162,,,0
163,,,0
164,,,0
165,,,0
166,,,0
167,,,0
168,,,0
169,,,0
170,,,0
171,,,0
172,,,0
173,,,0
174,,,0
175,,,0
176,,,0
177,,,0
178,,,0
179,,,0
180,,,0
181,,,0
182,,,0
183,,,0
184,,,0
185,,,0
186,,,0
187,,,0
188,,,0
189,,,0
190,,,0
191,,,0
192,,,0
193,,,0
194,,,0
195,,,0
196,,,0
197,,,0
198,,,0
199,,,0
200,,,0
201,,,0
