frame_index,x_centroid,y_centroid,visibility_flag
1,,,0
2,1514,585,1
3,1514,585,1
4,1514,585,1
5,1514,585,0
6,1514,584,1
7,1514,584,1
8,1372,845,1
9,1431,737,1
10,1419,760,0
11,1406,784,0
12,1394,807,0
13,1381,831,0
14,1368,854,0
15,1502,606,1
16,1513,586,0
17,1516,579,1
18,1519,575,1
19,1519,573,1
20,1525,563,0
21,1530,553,0
22,1518,575,1
23,1516,579,1
24,1515,581,1
25,1514,582,1
26,1513,582,1
27,1513,582,1
28,1513,583,1
29,1513,583,1
30,1513,583,1
31,1513,583,1
32,1513,583,1
33,1513,583,1
34,1513,583,1
35,1513,583,1
36,1513,583,1
37,1514,583,1
38,1514,583,1
39,1514,583,1
40,1514,583,1
41,1514,583,1
42,1515,583,1
43,1515,583,1
44,1515,584,1
45,1515,584,1
46,1515,584,1
47,1515,584,1
48,1515,584,1
49,1515,584,1
50,1515,584,1
51,1515,584,1
52,1515,584,1
53,1515,584,1
54,1515,584,1
55,1514,583,1
56,1514,583,1
57,1514,583,1
58,1514,583,1
59,1514,583,1
60,1514,583,0
61,1514,583,0
62,1514,583,0
63,1514,583,0
64,1514,583,0
65,1514,584,1
66,1514,584,1
67,1514,584,0
68,1514,584,0
69,1514,584,0
70,1513,584,0
71,776,901,1
72,670,947,1
73,622,968,1
74,516,1013,0
75,410,1059,0
76,607,973,1
77,642,958,1
78,660,950,1
79,672,945,1
80,670,946,0
81,669,946,0
82,667,947,0
83,666,948,0
84,664,948,0
85,688,938,1
86,690,937,1
87,691,937,1
88,692,937,1
89,691,937,1
90,691,937,1
91,690,937,1
92,690,937,1
93,690,937,1
94,690,937,1
95,690,937,1
96,689,937,1
97,690,937,1
98,690,937,1
99,690,937,1
100,690,938,1
101,690,938,1
102,690,938,1
103,691,938,1
104,691,938,1
105,691,938,1
106,691,938,1
107,691,939,1
108,691,939,1
109,691,940,1
110,691,940,1
111,692,940,1
112,692,940,1
113,692,940,1
114,692,940,1
115,692,940,0
116,692,940,0
117,693,940,0
118,693,940,0
119,693,940,0
120,693,940,0
121,693,940,0
122,693,941,0
123,694,941,0
124,694,941,0
125,694,941,0
126,694,941,0
127,694,941,0
128,694,941,0
129,695,941,0
130,695,941,0
131,695,941,0
132,695,941,0
133,695,941,0
134,695,941,0
135,696,941,0
136,696,942,0
137,696,942,0
138,696,942,0
139,696,942,0
140,696,942,0
141,696,942,0
142,697,942,0
143,697,942,0
144,697,942,0
145,,,0
146,,,0
147,,,0
148,,,0
149,,,0
150,,,0
151,,,0
152,,,0
153,,,0
154,,,0
155,,,0
156,,,0
157,,,0
158,,,0
159,,,0
160,,,0
161,,,0
162,1511,582,1
163,1511,582,1
164,1510,582,1
165,1510,582,0
166,1510,582,0
167,1510,583,1
168,1509,584,1
169,1509,584,1
170,1508,584,1
171,1507,585,1
172,1506,585,1
173,1506,586,0
174,1505,586,0
175,1504,587,0
176,1504,587,0
177,1503,588,0
178,1502,588,0
179,1507,586,1
180,1507,586,1
181,1508,586,1
182,1509,586,1
183,1509,587,1
184,1510,586,1
185,1510,586,1
186,1511,585,0
187,1511,585,0
188,1443,445,1
189,1426,409,1
190,1465,486,1
191,1490,535,1
192,1506,566,1
193,1466,502,1
194,1441,461,1
195,1423,442,1
196,1414,432,1
197,1405,432,1
198,1401,435,1
199,1392,428,0
200,1383,421,0
201,1374,414,0
202,974,581,1
203,896,611,1
204,847,625,1
205,828,630,1
206,827,630,1
207,820,628,1
208,806,630,1
209,802,630,1
210,803,630,1
211,790,630,1
212,783,630,1
213,767,633,1
214,758,634,1
215,754,634,1
216,737,635,1
217,727,635,1
218,708,634,1
219,698,633,1
220,685,633,0
221,673,633,0
222,786,400,1
223,814,339,1
224,827,310,1
225,831,297,1
226,831,297,1
227,841,270,0
228,851,243,0
229,828,305,1
230,1161,664,1
231,1325,841,1
232,1432,951,0
233,1539,1062,0
234,1645,1173,0
235,1752,1283,0
236,1859,1394,0
237,1966,1504,0
238,,,0
239,519,646,1
240,519,646,1
241,508,645,1
242,502,645,1
243,490,646,1
244,482,646,1
245,469,647,1
246,462,647,1
247,459,647,1
248,448,647,1
249,442,648,1
250,431,649,1
251,425,649,1
252,423,650,1
253,414,650,1
254,400,651,1
255,392,652,1
256,389,652,1
257,379,653,1
258,374,654,1
259,362,655,1
260,356,656,1
261,353,656,1
262,345,656,1
263,332,656,1
264,325,657,1
265,321,657,1
