frame_index,x_centroid,y_centroid,visibility_flag
1,1482,639,1
2,1482,638,1
3,1482,638,1
4,1482,638,1
5,1482,638,1
6,1483,638,1
7,1483,638,1
8,1483,637,1
9,1483,637,1
10,1483,637,1
11,1483,637,1
12,1483,636,1
13,1483,636,1
14,1483,636,1
15,1483,636,1
16,1483,636,1
17,1483,636,1
18,1482,637,1
19,1482,637,1
20,1482,637,1
21,1482,637,1
22,1482,637,1
23,1482,637,1
24,1482,637,1
25,1482,638,1
26,1482,638,1
27,1482,637,1
28,1482,637,1
29,1481,637,1
30,1481,636,1
31,1481,636,1
32,1481,636,1
33,1481,636,1
34,1481,636,1
35,1481,636,1
36,1481,636,1
37,1481,636,1
38,1481,636,1
39,1481,637,1
40,1481,637,1
41,1481,636,1
42,1481,636,1
43,1481,636,1
44,1481,636,1
45,1481,636,1
46,1481,636,1
47,1481,636,1
48,1481,636,1
49,1481,636,1
50,1481,636,1
51,1481,636,1
52,1481,636,1
53,1481,636,1
54,1481,637,1
55,1482,637,1
56,1481,637,1
57,1481,637,1
58,1222,519,1
59,1062,446,1
60,985,407,1
61,951,389,1
62,1193,502,1
63,1352,577,1
64,1448,622,1
65,1498,645,1
66,1520,655,1
67,1524,658,1
68,1519,655,1
69,1511,652,1
70,1503,648,1
71,1496,644,1
72,1490,642,1
73,1486,640,1
74,1483,638,1
75,1481,638,1
76,1480,637,1
77,1480,637,1
78,1480,637,1
79,1480,637,1
80,1481,637,1
81,1481,638,1
82,1481,638,1
83,1481,638,1
84,1481,638,1
85,1481,638,1
86,1481,638,1
87,1482,638,1
88,1482,638,1
89,1482,637,1
90,1482,637,1
91,1482,637,1
92,1482,638,1
93,1482,639,1
94,1482,640,1
95,1482,640,1
96,1482,641,1
97,1482,640,1
98,1482,641,1
99,1482,641,1
100,1482,641,1
101,1482,641,1
102,1482,641,1
103,1482,641,1
104,1482,641,1
105,1482,640,1
106,1482,640,1
107,1481,640,1
108,1481,640,1
109,1480,639,1
110,1480,639,1
111,1480,639,1
112,1480,640,1
113,1480,640,1
114,1481,640,1
115,1481,641,1
116,1481,641,1
117,1481,641,1
118,1481,641,1
119,1481,641,1
120,1481,641,1
121,1481,641,1
122,1481,641,1
123,1481,641,1
124,1481,641,1
125,1481,640,1
126,1481,640,1
127,1481,640,1
128,1481,641,1
129,1481,641,1
130,1481,641,1
131,1481,640,1
132,1481,640,1
133,1481,640,1
134,1480,640,1
135,1479,641,1
136,1479,641,1
137,1479,641,1
138,1479,642,1
139,1480,642,1
140,1481,642,1
141,1481,641,1
142,1482,641,1
143,1482,641,1
144,1482,642,1
145,1482,642,1
146,1481,642,1
147,1481,642,1
148,1481,642,1
149,1481,642,1
150,1481,642,1
151,1481,642,1
152,1481,642,1
153,1481,642,1
154,1482,642,1
155,1482,642,1
156,1482,642,1
157,1482,642,1
158,1482,642,1
159,1482,642,1
160,1482,642,1
161,1482,642,1
162,1481,642,1
163,1481,642,1
164,1481,642,1
165,1481,642,1
166,1480,642,1
167,1481,642,1
168,1481,642,1
169,1481,642,1
170,1481,642,1
171,1480,643,1
172,1479,643,1
173,1478,644,0
174,1478,644,0
175,1477,644,0
176,1476,644,0
177,1476,645,0
