frame_index,x_centroid,y_centroid,visibility_flag
1,,,0
2,,,0
3,,,0
4,,,0
5,,,0
6,,,0
7,,,0
8,,,0
9,,,0
10,,,0
11,,,0
12,,,0
13,,,0
14,,,0
15,,,0
16,,,0
17,,,0
18,,,0
19,,,0
20,,,0
21,,,0
22,,,0
23,,,0
24,,,0
25,,,0
26,,,0
27,,,0
28,,,0
29,,,0
30,,,0
31,,,0
32,,,0
33,,,0
34,,,0
35,,,0
36,,,0
37,,,0
38,,,0
39,,,0
40,,,0
41,,,0
42,,,0
43,,,0
44,,,0
45,,,0
46,973,415,1
47,973,415,1
48,973,415,0
49,973,415,0
50,973,415,0
51,973,415,0
52,973,415,0
53,973,415,0
54,973,415,0
55,973,415,0
56,973,415,0
57,973,415,0
58,973,415,0
59,973,415,0
60,973,415,0
61,973,415,0
62,973,415,0
63,973,415,0
64,973,415,0
65,973,415,0
66,973,415,0
67,973,415,0
68,973,415,0
69,973,415,0
70,973,415,0
71,973,415,0
72,973,415,0
73,973,415,0
74,973,415,0
75,1060,523,1
76,1064,527,0
77,1067,532,0
78,1070,536,0
79,1074,540,0
80,1344,395,1
81,1398,370,0
82,1453,346,0
83,1507,321,0
84,1561,297,0
85,1043,441,1
86,967,448,1
87,911,453,1
88,858,458,0
89,805,463,0
90,752,468,0
91,776,469,1
92,747,480,1
93,712,496,1
94,677,504,0
95,641,513,0
96,606,521,0
97,571,530,0
98,536,538,0
99,501,546,0
100,465,555,0
101,430,563,0
102,395,572,0
103,360,580,0
104,325,589,0
105,289,597,0
106,254,606,0
107,219,614,0
108,184,623,0
109,149,631,0
110,113,640,0
111,78,648,0
112,43,657,0
113,,,0
114,,,0
115,,,0
116,196,645,1
117,196,645,0
118,150,650,1
119,148,650,1
120,146,650,0
121,1522,800,1
122,1985,851,1
123,2191,873,1
124,2262,881,1
125,2258,881,1
126,2219,877,1
127,2169,871,1
128,2121,866,1
129,2081,862,1
130,2052,858,1
131,2031,856,1
132,2018,855,1
133,2011,854,1
134,2008,854,1
135,2007,853,1
136,2007,853,1
137,2008,854,1
138,2009,854,1
139,2010,854,1
140,2010,854,1
141,2011,854,1
142,2011,854,1
143,2002,788,1
144,1996,748,1
145,1993,726,1
146,1992,716,1
147,1992,713,1
148,1992,714,1
149,1992,717,1
150,1993,721,1
151,1993,723,1
152,1993,726,1
153,1994,727,1
154,1994,728,1
155,1994,729,1
156,1994,729,1
157,1994,729,1
158,1994,730,1
159,1994,729,1
160,1994,729,1
161,1993,729,1
162,1993,729,1
163,1993,729,1
164,1993,729,1
165,1993,729,1
166,1993,729,1
167,1994,729,1
168,1994,729,1
169,1994,729,1
170,1994,730,1
171,1994,729,1
172,1994,729,1
173,1994,729,1
174,1994,729,1
175,1994,729,1
176,1994,729,1
177,1994,729,1
178,1994,729,1
