frame_index,x_centroid,y_centroid,visibility_flag
1,,,0
2,,,0
3,,,0
4,,,0
5,,,0
6,1071,949,1
7,1071,949,0
8,1071,949,0
9,1071,949,0
10,1071,949,0
11,1071,949,0
12,1071,949,0
13,1071,949,0
14,1071,949,0
15,1071,949,0
16,1071,949,0
17,1071,949,0
18,1678,698,1
19,1698,689,1
20,1741,672,0
21,1784,654,0
22,1827,636,0
23,1870,618,0
24,1582,683,1
25,1558,686,1
26,1538,685,0
27,1541,686,1
28,1540,686,1
29,1529,685,0
30,1519,685,0
31,1539,686,1
32,1542,689,1
33,1540,689,0
34,1538,690,0
35,1541,689,1
36,1542,689,1
37,1542,689,0
38,1541,690,0
39,1541,690,0
40,1541,690,0
41,1538,690,1
42,1538,690,1
43,1537,690,0
44,1537,690,0
45,1536,690,0
46,1535,691,0
47,1535,691,0
48,1534,691,0
49,1533,691,0
50,1533,691,0
51,1532,691,0
52,1531,691,0
53,1531,692,0
54,1530,692,0
55,1528,686,1
56,1527,687,1
57,1526,687,1
58,1577,688,1
59,1354,548,1
60,1472,603,1
61,1466,589,0
62,1461,575,0
63,1455,561,0
64,1450,547,0
65,1444,534,0
66,1439,520,0
67,1433,506,0
68,1504,664,1
69,1509,673,0
70,1509,675,1
71,1513,683,0
72,1510,676,1
73,1512,679,0
74,1341,529,1
75,1300,494,0
76,1259,459,0
77,1217,424,0
78,1176,389,0
79,1282,512,1
80,1266,505,0
81,1251,498,0
82,1235,490,0
83,1220,483,0
84,1137,816,1
85,1452,635,1
86,1653,554,1
87,1794,509,1
88,1923,487,1
89,2037,459,0
90,2151,431,0
91,2265,404,0
92,2379,376,0
93,2493,348,0
94,,,0
95,,,0
96,1602,670,1
97,1601,670,1
98,1600,667,1
99,1600,666,0
100,1600,665,0
101,1600,665,0
102,1600,664,0
103,1599,663,0
104,1599,663,0
105,1601,632,1
106,1603,630,1
107,1604,626,0
108,1610,630,1
109,1613,629,1
110,1614,629,1
111,1616,628,1
112,1616,628,1
113,1614,622,1
114,1613,619,1
115,1610,615,1
116,1607,614,1
117,1606,608,1
118,1605,605,1
119,1603,602,0
120,1602,599,0
121,1600,595,0
122,1599,592,0
123,1598,589,0
124,1596,585,0
125,1595,582,0
126,1593,579,0
127,1592,576,0
128,1591,572,0
129,1585,586,1
130,1584,585,1
131,1583,593,1
132,1582,594,0
133,1580,595,0
134,1579,597,0
135,1577,598,0
136,1576,600,0
137,1574,601,0
138,1573,602,0
139,1571,604,0
140,1570,605,0
141,1568,606,0
142,1567,608,0
143,1565,609,0
144,1564,610,0
145,1562,612,0
146,1561,613,0
147,1560,615,0
148,1558,616,0
149,1557,617,0
150,1555,619,0
151,1554,620,0
152,1552,621,0
153,1551,623,0
154,1549,624,0
155,1548,625,0
156,1546,627,0
157,1545,628,0
158,1543,630,0
159,1462,625,1
160,1460,625,1
161,1457,627,1
162,1457,627,1
163,1457,628,1
164,1457,628,1
165,1457,629,1
166,1457,629,1
167,1459,629,1
168,1460,629,1
169,1462,629,1
170,1463,628,1
171,1465,628,1
172,1466,628,0
173,1467,627,0
174,1468,627,0
175,1469,627,0
176,1470,627,0
177,1471,627,0
178,1472,627,0
179,1473,626,0
180,1474,626,0
181,1475,626,0
182,1477,626,0
183,1998,248,1
184,2025,229,1
185,2038,558,1
186,2040,757,1
187,2036,865,1
188,1739,806,1
189,1560,756,1
190,1465,715,1
191,1422,687,1
192,1938,705,1
193,2267,717,1
194,2457,723,1
195,,,0
196,2483,725,1
197,2483,725,1
198,2483,725,1
199,2483,724,1
200,2483,724,1
201,2483,724,1
202,2483,724,1
203,2483,724,1
204,2483,724,1
205,2483,724,1
206,2483,724,0
207,2483,724,0
208,2483,724,0
209,2483,724,0
210,2483,724,0
211,2483,724,0
212,2483,724,0
213,2483,723,0
214,2483,723,0
215,2483,723,0
216,2483,723,0
217,1474,656,1
218,1423,652,1
219,1400,651,1
220,1399,651,1
221,1408,653,1
222,1420,655,1
223,1430,657,1
224,1439,659,1
225,1445,659,1
226,1450,659,1
227,1453,660,1
228,1454,661,0
229,1456,659,1
230,1457,656,1
231,1457,655,1
232,1458,654,0
233,1460,653,0
234,1461,652,0
235,1462,651,0
236,1463,650,0
237,1464,649,0
