frame_index,x_centroid,y_centroid,visibility_flag
1,,,0
2,,,0
3,,,0
4,,,0
5,,,0
6,,,0
7,,,0
8,,,0
9,,,0
10,,,0
11,,,0
12,,,0
13,,,0
14,,,0
15,,,0
16,,,0
17,,,0
18,,,0
19,,,0
20,,,0
21,,,0
22,,,0
23,,,0
24,,,0
25,,,0
26,,,0
27,,,0
28,,,0
29,,,0
30,,,0
31,,,0
32,,,0
33,,,0
34,,,0
35,,,0
36,,,0
37,,,0
38,,,0
39,,,0
40,,,0
41,,,0
42,,,0
43,,,0
44,,,0
45,,,0
46,,,0
47,,,0
48,,,0
49,,,0
50,,,0
51,,,0
52,,,0
53,,,0
54,,,0
55,,,0
56,,,0
57,,,0
58,,,0
59,,,0
60,,,0
61,,,0
62,,,0
63,,,0
64,,,0
65,,,0
66,,,0
67,,,0
68,,,0
69,,,0
70,,,0
71,,,0
72,,,0
73,,,0
74,,,0
75,,,0
76,,,0
77,,,0
78,,,0
79,,,0
80,,,0
81,,,0
82,,,0
83,,,0
84,,,0
85,,,0
86,,,0
87,,,0
88,,,0
89,,,0
90,,,0
91,,,0
92,,,0
93,,,0
94,,,0
95,,,0
96,2010,853,1
97,2010,853,0
98,2010,853,1
99,2010,854,1
100,2011,854,1
101,2011,855,1
102,2011,855,1
103,2011,855,1
104,2011,855,0
105,2011,855,0
106,2011,856,0
107,2011,856,0
108,2011,856,0
109,2011,857,0
110,2011,857,0
111,2012,857,0
112,2012,857,0
113,2012,858,0
114,2012,858,0
115,2012,858,0
116,2012,858,0
117,2012,859,0
118,2012,859,0
119,2012,859,0
120,538,692,1
121,488,686,1
122,393,676,0
123,298,665,0
124,870,483,1
125,986,439,1
126,1071,388,0
127,1155,336,0
128,1239,285,0
129,1323,234,0
130,1407,183,0
131,1491,132,0
132,1575,81,0
133,1659,29,0
134,,,0
135,,,0
136,,,0
137,,,0
138,413,694,1
