frame_index,x_centroid,y_centroid,visibility_flag
1,,,0
2,,,0
3,,,0
4,,,0
5,,,0
6,,,0
7,,,0
8,,,0
9,,,0
10,,,0
11,,,0
12,,,0
13,,,0
14,,,0
15,,,0
16,,,0
17,,,0
18,,,0
19,,,0
20,,,0
21,,,0
22,,,0
23,,,0
24,,,0
25,,,0
26,,,0
27,,,0
28,,,0
29,,,0
30,,,0
31,,,0
32,,,0
33,,,0
34,,,0
35,,,0
36,,,0
37,,,0
38,,,0
39,,,0
40,,,0
41,,,0
42,,,0
43,,,0
44,,,0
45,,,0
46,,,0
47,,,0
48,,,0
49,,,0
50,,,0
51,,,0
52,,,0
53,,,0
54,,,0
55,,,0
56,,,0
57,,,0
58,,,0
59,,,0
60,,,0
61,,,0
62,,,0
63,,,0
64,,,0
65,,,0
66,,,0
67,,,0
68,,,0
69,,,0
70,,,0
71,,,0
72,,,0
73,,,0
74,,,0
75,,,0
76,,,0
77,,,0
78,,,0
79,,,0
80,,,0
81,,,0
82,,,0
83,,,0
84,,,0
85,,,0
86,,,0
87,,,0
88,,,0
89,,,0
90,,,0
91,,,0
92,,,0
93,,,0
94,,,0
95,,,0
96,,,0
97,,,0
98,,,0
99,,,0
100,,,0
101,,,0
102,,,0
103,,,0
104,,,0
105,,,0
106,,,0
107,,,0
108,,,0
109,,,0
110,,,0
111,,,0
112,,,0
113,986,486,1
114,986,486,1
115,986,486,0
116,986,486,0
117,986,486,0
118,986,486,0
119,879,472,1
120,871,470,1
121,838,469,1
122,792,469,1
123,740,473,1
124,684,481,1
125,655,485,1
126,643,488,1
127,612,491,0
128,582,494,0
129,551,497,0
130,521,500,0
131,490,503,0
132,460,506,0
133,429,509,0
134,399,512,0
135,368,515,0
136,338,518,0
137,307,521,0
138,277,524,0
139,247,527,0
140,225,581,1
141,214,584,1
142,177,582,1
143,159,579,1
144,153,577,1
145,133,578,0
146,114,578,0
147,95,579,0
148,75,579,0
149,56,580,0
150,37,580,0
151,,,0
152,,,0
153,,,0
154,2007,852,1
155,2008,851,1
156,2008,851,1
157,2009,850,1
158,2009,850,1
159,2009,850,1
160,1998,700,1
161,1995,654,0
162,1992,608,0
163,1989,563,0
164,1403,857,1
165,1294,902,1
166,1243,923,1
167,1227,932,1
168,1151,953,0
169,1076,975,0
170,1001,996,0
171,925,1017,0
172,850,1038,0
173,775,1060,0
174,700,1081,0
175,624,1102,0
176,549,1123,0
177,474,1145,0
178,398,1166,0
179,323,1187,0
180,248,1208,0
181,172,1230,0
182,97,1251,0
183,22,1272,0
184,,,0
185,,,0
186,,,0
187,,,0
188,,,0
189,,,0
190,,,0
191,,,0
192,,,0
193,,,0
194,,,0
195,,,0
196,,,0
