frame_index,x_centroid,y_centroid,visibility_flag
1,,,0
2,,,0
3,,,0
4,,,0
5,,,0
6,,,0
7,,,0
8,,,0
9,,,0
10,,,0
11,,,0
12,,,0
13,,,0
14,,,0
15,,,0
16,,,0
17,,,0
18,,,0
19,,,0
20,,,0
21,,,0
22,,,0
23,,,0
24,,,0
25,,,0
26,,,0
27,1096,960,1
28,1096,960,1
29,1096,960,0
30,1096,960,0
31,1096,960,0
32,1096,960,0
33,1096,960,0
34,1096,960,0
35,1096,960,0
36,1096,960,0
37,1096,960,0
38,1096,960,0
39,1096,960,0
40,1096,960,0
41,1096,960,0
42,1096,960,0
43,1096,960,0
44,1096,960,0
45,1096,960,0
46,1096,960,0
47,1096,960,0
48,1096,960,0
49,1096,960,0
50,1096,960,0
51,1096,960,0
52,1096,960,0
53,1096,960,0
54,1096,960,0
55,1096,960,0
56,1096,960,0
57,1096,960,0
58,1096,960,0
59,,,0
60,,,0
61,,,0
62,,,0
63,,,0
64,1176,457,1
65,1177,455,1
66,1178,454,1
67,1179,453,1
68,1183,453,1
69,1185,454,1
70,1325,486,1
71,1403,504,1
72,1444,514,1
73,1334,498,1
74,1259,492,1
75,1340,503,1
76,1393,509,1
77,1424,512,1
78,1319,528,1
79,1251,541,1
80,1212,548,1
81,1180,556,0
82,1149,564,0
83,1117,573,0
84,1085,581,0
85,1053,590,0
86,1021,598,0
87,989,606,0
88,957,615,0
89,925,623,0
90,893,631,0
91,861,640,0
92,829,648,0
93,1423,514,1
94,1439,511,1
95,1446,509,1
96,1447,509,1
97,1444,510,1
98,1441,510,1
99,1438,511,1
100,1436,511,1
101,1434,512,1
102,1433,512,1
103,1432,512,1
104,1432,512,1
105,1431,512,1
106,1431,512,1
107,1431,512,1
108,1431,512,1
109,1431,512,1
110,1431,512,1
111,1431,512,1
112,1431,512,1
113,1431,512,1
114,1431,512,1
115,1432,512,1
116,1432,512,1
117,1432,512,1
118,1432,512,1
119,1432,512,1
120,1432,512,1
121,1329,540,1
122,1266,559,1
123,1334,540,1
124,1381,526,1
125,1411,517,1
126,1428,512,1
127,1437,510,1
128,1441,509,1
129,1441,509,1
130,1439,509,1
131,1437,510,1
132,1436,510,1
133,1434,510,1
134,1341,542,1
135,1282,565,1
136,1251,581,1
137,1237,588,1
138,1234,590,1
139,1236,590,1
140,1242,588,1
141,1248,586,1
142,1253,585,1
143,1346,547,1
144,1404,524,1
145,1439,510,0
146,1475,496,0
147,1323,572,1
148,1289,591,1
149,1273,601,1
150,1349,559,1
151,1315,579,1
152,1292,593,1
153,1280,603,1
154,1355,558,1
155,1403,530,1
156,1351,565,1
157,1317,589,1
158,1296,605,1
159,1284,614,1
160,1278,618,1
161,1277,619,1
162,1278,619,1
163,1281,618,1
164,1284,617,1
165,1287,615,1
166,1289,615,1
167,1364,561,1
168,1410,527,1
169,1435,509,1
170,1446,501,1
171,1449,498,1
172,1448,499,1
173,1445,502,1
174,1441,504,1
175,1438,507,1
176,1560,664,1
177,1636,761,1
178,1677,815,1
179,1696,840,1
180,1575,691,1
181,1495,592,1
182,1448,533,1
183,1422,501,1
184,1412,487,1
185,1410,485,1
186,1412,487,1
187,1416,492,1
188,1420,498,1
189,1424,502,1
190,1427,506,1
191,1429,509,1
192,1430,510,1
193,1431,511,1
194,1431,511,1
195,1431,512,1
196,1431,512,1
197,1431,512,1
198,1431,512,1
199,1431,512,1
200,1431,512,1
201,1431,511,1
202,1431,511,1
203,1431,511,1
204,1431,511,1
205,1431,511,1
206,1431,511,1
207,1431,511,1
208,1431,511,1
209,1431,511,1
210,1431,511,1
211,1431,511,1
212,1431,511,1
213,1431,511,0
214,1431,511,0
215,1431,511,0
216,1431,511,0
217,1431,511,0
218,1431,511,0
219,1431,511,0
220,1431,511,0
221,1431,511,0
222,1431,511,0
223,1431,511,0
224,1431,511,0
225,1431,511,0
226,1431,511,0
227,1431,511,0
228,1431,511,0
229,1431,511,0
230,1431,511,0
231,1431,511,0
232,1650,679,1
233,1657,684,1
234,1862,434,1
235,1979,286,1
236,2072,181,0
237,2166,77,0
238,,,0
239,,,0
240,,,0
241,,,0
242,,,0
243,,,0
244,,,0
245,,,0
246,,,0
247,,,0
248,,,0
249,,,0
250,,,0
251,,,0
252,,,0
253,,,0
254,,,0
255,,,0
256,,,0
257,,,0
258,,,0
259,,,0
260,,,0
261,,,0
262,,,0
263,,,0
264,,,0
265,,,0
266,,,0
267,,,0
268,,,0
269,,,0
270,,,0
271,,,0
272,,,0
273,,,0
274,,,0
