frame_index,x_centroid,y_centroid,visibility_flag
1,,,0
2,,,0
3,,,0
4,,,0
5,,,0
6,,,0
7,,,0
8,,,0
9,,,0
10,,,0
11,,,0
12,,,0
13,,,0
14,,,0
15,,,0
16,,,0
17,,,0
18,,,0
19,,,0
20,,,0
21,,,0
22,,,0
23,,,0
24,,,0
25,,,0
26,,,0
27,,,0
28,,,0
29,,,0
30,,,0
31,,,0
32,,,0
33,,,0
34,,,0
35,,,0
36,,,0
37,,,0
38,,,0
39,,,0
40,,,0
41,,,0
42,,,0
43,,,0
44,,,0
45,,,0
46,,,0
47,,,0
48,,,0
49,,,0
50,,,0
51,,,0
52,,,0
53,,,0
54,,,0
55,,,0
56,,,0
57,,,0
58,,,0
59,,,0
60,,,0
61,,,0
62,,,0
63,,,0
64,,,0
65,,,0
66,,,0
67,,,0
68,,,0
69,,,0
70,,,0
71,,,0
72,,,0
73,,,0
74,,,0
75,,,0
76,,,0
77,,,0
78,,,0
79,,,0
80,,,0
81,,,0
82,,,0
83,,,0
84,,,0
85,,,0
86,,,0
87,,,0
88,,,0
89,,,0
90,,,0
91,,,0
92,,,0
93,,,0
94,,,0
95,,,0
96,,,0
97,,,0
98,,,0
99,,,0
100,,,0
101,,,0
102,,,0
103,,,0
104,,,0
105,,,0
106,,,0
107,1684,870,1
108,1684,870,1
109,1684,866,1
110,1685,866,1
111,1684,864,1
112,1685,863,1
113,1686,862,1
114,1687,863,1
115,1688,863,0
116,1689,862,0
117,1689,862,0
118,1690,861,0
119,1691,861,0
120,1691,860,0
121,1692,860,0
122,1693,859,0
123,1693,858,0
124,1694,858,0
125,1695,857,0
126,1695,857,0
127,1696,856,0
128,1697,856,0
129,1758,861,1
130,1764,861,0
131,1770,861,0
132,1776,861,0
133,1781,861,0
134,1787,861,0
135,1793,861,0
136,1798,861,0
137,1804,860,0
138,1810,860,0
139,1816,860,0
140,1821,860,0
141,1827,860,0
142,1833,860,0
143,1839,860,0
144,1844,860,0
145,1850,860,0
146,1856,860,0
147,1861,860,0
148,1867,860,0
149,1873,860,0
150,1879,860,0
151,1884,860,0
152,1890,860,0
153,1896,859,0
154,1902,859,0
155,1907,859,0
156,1913,859,0
157,1670,860,1
