frame_index,x_centroid,y_centroid,visibility_flag
1,,,0
2,,,0
3,,,0
4,,,0
5,,,0
6,,,0
7,,,0
8,,,0
9,,,0
10,,,0
11,,,0
12,,,0
13,,,0
14,,,0
15,,,0
16,,,0
17,,,0
18,,,0
19,,,0
20,,,0
21,,,0
22,,,0
23,,,0
24,,,0
25,,,0
26,1608,742,1
27,1608,742,0
28,1608,742,0
29,1608,742,0
30,1608,742,0
31,1608,742,0
32,1608,742,0
33,1608,742,0
34,1608,742,0
35,1235,440,1
36,1194,407,0
37,1153,373,0
38,1111,340,0
39,1070,307,0
40,1029,273,0
41,988,240,0
42,947,207,0
43,905,173,0
44,864,140,0
45,823,107,0
46,782,73,0
47,740,40,0
48,,,0
49,,,0
50,,,0
51,,,0
52,,,0
53,,,0
54,,,0
55,1332,568,1
56,1332,568,0
57,1332,568,0
58,1332,568,0
59,1332,568,0
60,1332,568,0
61,1332,568,0
62,1332,568,0
63,1332,568,0
64,1332,568,0
65,1332,568,0
66,1332,568,0
67,1332,568,0
68,1332,568,0
69,1332,568,0
70,1332,568,0
71,1332,568,0
72,1332,568,0
73,1332,568,0
74,1332,568,0
75,1332,568,0
76,1332,568,0
77,1332,568,0
78,1332,568,0
79,1332,568,0
80,1332,568,0
81,1332,568,0
82,1332,568,0
83,1332,568,0
84,1332,568,0
85,1271,547,1
86,1269,545,1
87,1268,544,0
88,1266,544,0
89,1264,543,0
90,1262,542,0
91,1260,541,0
92,1258,540,0
93,1257,539,0
94,1255,538,0
95,1253,537,0
96,1251,537,0
97,1249,536,0
98,1248,535,0
99,1246,534,0
100,1244,533,0
101,1242,532,0
102,1240,531,0
103,1238,531,0
104,1237,530,0
105,1235,529,0
106,1233,528,0
107,1231,527,0
108,1229,526,0
109,1228,525,0
110,1226,524,0
111,1224,524,0
112,1222,523,0
113,1220,522,0
114,1218,521,0
115,1217,520,0
116,1215,519,0
117,,,0
118,,,0
119,,,0
120,,,0
121,,,0
122,,,0
123,,,0
124,,,0
125,,,0
126,,,0
127,,,0
128,,,0
129,,,0
130,,,0
131,,,0
132,,,0
133,,,0
134,,,0
135,,,0
136,,,0
137,,,0
138,,,0
139,,,0
140,,,0
141,,,0
142,,,0
143,,,0
144,,,0
145,,,0
146,,,0
147,,,0
148,,,0
149,,,0
150,,,0
151,,,0
152,,,0
153,,,0
154,,,0
155,,,0
156,,,0
157,,,0
158,,,0
159,,,0
160,,,0
161,,,0
162,,,0
163,,,0
164,,,0
165,,,0
166,,,0
167,,,0
168,,,0
169,2010,853,1
170,2010,853,0
171,2010,853,0
172,2010,853,0
173,2010,853,0
174,2010,853,0
175,2010,853,0
176,2010,853,0
177,2010,853,0
178,2010,853,0
179,2010,853,0
180,2010,853,0
181,2010,853,0
182,2010,853,0
183,2010,853,0
184,2010,853,0
185,2010,853,0
186,2010,853,0
187,2010,853,0
188,2010,853,0
189,2010,853,0
190,2010,853,0
191,2010,853,0
192,2010,853,0
193,2010,853,0
194,2010,853,0
195,2010,853,0
196,2010,853,0
197,2010,853,0
198,2010,853,0
199,2010,853,0
200,,,0
201,,,0
202,,,0
203,,,0
204,,,0
205,,,0
206,,,0
207,,,0
208,,,0
209,,,0
